"";"interaction";"vac";"X";"ref";"rep";"year";"age";"partner";"Ntot";"N_5";"N_10";"Nvac";"val_prevNVtot";"val_prevNV_5";"val_prevNV_10";"val_prevNV_Vac";"val_prevNV_unVac";"val_prevVtot";"val_prevV_5";"val_prevV_10";"val_prevV_Vac";"val_prevV_unVac"
"1145";0,5;0,4;5;2;19;3;18;"1-3";36639;36473;36436;14724;0,0527306967984934;0,0529981081896197;0,0560709188714458;0,0519559902200489;0,0532511978097194;0,0267201615764622;0,04641789817125;0,0469590514875398;0;0,0446725986767054
"1146";0,5;0,4;6;2;19;3;18;">3";1018;1070;1017;418;0,667976424361493;0,619626168224299;0,633235004916421;0,772727272727273;0,595;0,392927308447937;0,685046728971963;0,666666666666667;0;0,666666666666667
"1147";0,5;0,4;7;2;19;5;20;"all";133208;133449;133675;53171;0,0563329529757972;0,0527617291999191;0,0542734243501029;0,0599010738936638;0,0539625423241751;0,0285793646027266;0,0524245217274015;0,0517823078361698;0;0,0475655009558079
"1148";0,5;0,4;8;2;19;5;20;"1-3";71089;70885;71072;28485;0,0723177988155692;0,0687028285250758;0,0715049527239982;0,0746006670177286;0,0707914749788752;0,0345904429658597;0,065415814347182;0,065004502476362;0;0,0577175852032673
"1149";0,5;0,4;9;2;19;5;20;">3";3310;3292;3242;1343;0,668882175226586;0,60996354799514;0,626773596545342;0,744601638123604;0,617183528215557;0,389425981873112;0,683475091130012;0,677051202961135;0;0,655312658871378
"1150";0,5;0,4;10;2;19;10;25;"all";266710;267124;266329;106689;0,067354054966068;0,0590774322037705;0,0603013565927856;0,0717599752551809;0,0644165453284256;0,0313336582805294;0,0639103936748476;0,0638646185732684;0;0,0522243955480843
"1151";0,5;0,4;11;2;19;10;25;"1-3";178375;178446;177744;71400;0,0744442887175893;0,0648207300808088;0,0667701863354037;0,0779831932773109;0,0720822622107969;0,0320840925017519;0,0693767302153032;0,0695719686740481;0;0,0534984809534938
"1152";0,5;0,4;12;2;19;10;25;">3";6279;6221;6210;2520;0,669374104156713;0,611477254460698;0,60805152979066;0,73968253968254;0,622239957435488;0,386685777990126;0,687027809033917;0,684219001610306;0;0,645916467145517
"1153";0,5;0,4;13;2;19;15;30;"all";399522;399778;399594;159990;0,0693729006162364;0,0570791789443141;0,0576710361016432;0,0728358022376399;0,0670599335370639;0,0264390947181882;0,0637128606376539;0,0640299904402969;0;0,0440984920595161
"1154";0,5;0,4;14;2;19;15;30;"1-3";300419;300029;299768;120454;0,0679983622873387;0,0539081222148526;0,0549424888580502;0,0701761668354725;0,066540716250382;0,021573202760145;0,060000866582897;0,060430065917643;0;0,0360125579973884
"1155";0,5;0,4;15;2;19;15;30;">3";10217;10146;10133;4107;0,660957228149163;0,610092647348709;0,601500049343728;0,72826880934989;0,615711947626841;0,378780463932661;0,687068795584467;0,689529260830948;0;0,633387888707038
"1156";0,5;0,4;16;2;19;20;30;"all";400115;399778;399594;159997;0,0733264186546368;0,0570791789443141;0,0576710361016432;0,0767264386207241;0,0710608950599289;0,0251927570823388;0,0637128606376539;0,0640299904402969;0;0,0419793601479273
"1157";0,5;0,4;17;2;19;20;30;"1-3";300340;300029;299768;120241;0,0729706332822801;0,0539081222148526;0,0549424888580502;0,0752072920218561;0,0714773541218996;0,0196444030099221;0,060000866582897;0,060430065917643;0;0,0327597599098274
"1158";0,5;0,4;18;2;19;20;30;">3";10221;10146;10133;4065;0,668916935720575;0,610092647348709;0,601500049343728;0,737023370233702;0,623944119558155;0,388611681831523;0,687068795584467;0,689529260830948;0;0,645224171539961
"1159";0,5;0,4;19;2;19;25;30;"all";399932;399778;399594;159685;0,0738950621605673;0,0570791789443141;0,0576710361016432;0,0767886777092401;0,0719717623945356;0,0249592430713221;0,0637128606376539;0,0640299904402969;0;0,0415489059176597
"1160";0,5;0,4;20;2;19;25;30;"1-3";300435;300029;299768;120081;0,0731938688901093;0,0539081222148526;0,0549424888580502;0,0748578043154204;0,0720860086274771;0,0194750944463861;0,060000866582897;0,060430065917643;0;0,032441753440456
"1161";0,5;0,4;21;2;19;25;30;">3";10211;10146;10133;4062;0,677798452649104;0,610092647348709;0,601500049343728;0,739537173806007;0,637014148642056;0,386837724023112;0,687068795584467;0,689529260830948;0;0,642380874939015
"1162";0,5;0,4;22;2;19;30;30;"all";400023;399778;399594;159988;0,074548213477725;0,0570791789443141;0,0576710361016432;0,0777308298122359;0,0724269377382465;0,0249660644512941;0,0637128606376539;0,0640299904402969;0;0,0416064323952757
"1163";0,5;0,4;23;2;19;30;30;"1-3";300150;300029;299768;119991;0,0746859903381643;0,0539081222148526;0,0549424888580502;0,0767224208482303;0,0733296699026971;0,0192470431450941;0,060000866582897;0,060430065917643;0;0,0320661193723322
"1164";0,5;0,4;24;2;19;30;30;">3";10243;10146;10133;4097;0,661524943864102;0,610092647348709;0,601500049343728;0,724188430558946;0,619752684672958;0,389339060822025;0,687068795584467;0,689529260830948;0;0,648877318581191
"1165";0,5;0,4;25;2;19;35;30;"all";399864;399778;399594;160221;0,0751205409839345;0,0570791789443141;0,0576710361016432;0,0785914455658122;0,0727999566021123;0,0240881899845948;0,0637128606376539;0,0640299904402969;0;0,0401931206002262
"1166";0,5;0,4;26;2;19;35;30;"1-3";299933;300029;299768;120172;0,0753068185228034;0,0539081222148526;0,0549424888580502;0,0777302533035982;0,0736867284894944;0,0187175135780324;0,060000866582897;0,060430065917643;0;0,0312303558613937
"1167";0,5;0,4;27;2;19;35;30;">3";10149;10146;10133;4068;0,673958025421224;0,610092647348709;0,601500049343728;0,734021632251721;0,633777339253412;0,378066804611292;0,687068795584467;0,689529260830948;0;0,630981746423286
"1168";0,5;0,4;28;2;19;40;30;"all";400191;399778;399594;160891;0,0758762690815136;0,0570791789443141;0,0576710361016432;0,0794264439900305;0,073489343919766;0,024498302060766;0,0637128606376539;0,0640299904402969;0;0,0409694943585458
"1169";0,5;0,4;29;2;19;40;30;"1-3";299675;300029;299768;120578;0,0759255860515558;0,0539081222148526;0,0549424888580502;0,0786130139826502;0,0741162610205643;0,0189939100692417;0,060000866582897;0,060430065917643;0;0,0317816602176474
"1170";0,5;0,4;30;2;19;40;30;">3";10307;10146;10133;4114;0,679732220820801;0,610092647348709;0,601500049343728;0,741370928536704;0,638785725819474;0,381197244591055;0,687068795584467;0,689529260830948;0;0,634425964798967
"1171";0,5;0,4;1;2;20;1;16;"all";26625;26870;26514;10867;0,0154366197183099;0,0158541123930033;0,0168213019536848;0,0151835833256649;0,0156111181622033;0,0075868544600939;0,013621138816524;0,0129742777400619;0;0,0128188856453865
"1172";0,5;0,4;2;2;20;1;16;"1-3";9526;9472;9215;3874;0,029708167121562;0,03125;0,0321215409658166;0,0276200309757357;0,0311394196744515;0,0149065714885576;0,0255489864864865;0,0221378187737385;0;0,0251238499646143
"1173";0,5;0,4;3;2;20;1;16;">3";180;193;216;78;0,711111111111111;0,673575129533679;0,694444444444444;0,743589743589744;0,686274509803922;0,333333333333333;0,642487046632124;0,648148148148148;0;0,588235294117647
"1174";0,5;0,4;4;2;20;3;18;"all";80061;79836;80134;32113;0,0332621376200647;0,0321408888220853;0,0345671001073202;0,0352816616323607;0,0319095686994244;0,0170120283283996;0,0295731249060574;0,0310854319015649;0;0,0284057729206641
"1175";0,5;0,4;5;2;20;3;18;"1-3";36653;36365;36428;14696;0,0537473058139852;0,0516705623539117;0,0552871417590864;0,0563418617310833;0,0520107482807305;0,0267645213215835;0,0452358036573628;0,0473536839793565;0;0,0446782347315207
"1176";0,5;0,4;6;2;20;3;18;">3";955;992;1079;386;0,680628272251309;0,64616935483871;0,656163113994439;0,753886010362694;0,630931458699473;0,378010471204188;0,690524193548387;0,670064874884152;0;0,634446397188049
"1177";0,5;0,4;7;2;20;5;20;"all";133480;133575;133457;53504;0,0571471381480372;0,0541418678644956;0,0538675378586361;0,0583881578947368;0,0563168950685206;0,0295250224752772;0,0516264271008797;0,0527735525300284;0;0,0492772831849555
"1178";0,5;0,4;8;2;20;5;20;"1-3";71227;71048;70900;28473;0,073258736153425;0,0703890327665803;0,0701128349788434;0,0738945667825659;0,0728352902652383;0,036123941763657;0,0640412115752731;0,0655853314527503;0;0,060181503485054
"1179";0,5;0,4;9;2;20;5;20;">3";3295;3268;3317;1306;0,68133535660091;0,631578947368421;0,624660838106723;0,721286370597244;0,655103066867773;0,395751138088012;0,685434516523868;0,679831172746458;0;0,65560583207642
"1180";0,5;0,4;10;2;20;10;25;"all";266983;267032;266670;106880;0,0690043935381654;0,0614720333143593;0,060134248321896;0,0712668413173653;0,0674940507048587;0,0323091732432402;0,0642544713742173;0,0642104473694079;0;0,0538778161558497
"1181";0,5;0,4;11;2;20;10;25;"1-3";177995;177956;177997;71246;0,0767381106210849;0,0683202589404122;0,0659280774395074;0,0788254779215675;0,0753449681027457;0,0332368886766482;0,0704331407763717;0,0693045388405423;0;0,0554197229013855
"1182";0,5;0,4;12;2;20;10;25;">3";6249;6226;6329;2490;0,678828612578013;0,616125923546418;0,613683046294833;0,718473895582329;0,652567172120245;0,397503600576092;0,676357211692901;0,685416337494075;0;0,660814046288907
"1183";0,5;0,4;13;2;20;15;30;"all";400197;400244;400107;159971;0,0703928315304712;0,0590264938387584;0,0576745720519761;0,0735070731570097;0,0683189996087018;0,027448981376672;0,064418204895014;0,0638379233555024;0;0,0457277730137454
"1184";0,5;0,4;14;2;20;15;30;"1-3";299976;300044;300035;119990;0,0693888844440889;0,0565050459265974;0,0545469695202226;0,0711225935494625;0,0682330847954841;0,022765154545697;0,0608677393982216;0,0599230089822854;0;0,0379418399208827
"1185";0,5;0,4;15;2;20;15;30;">3";10085;10218;10255;3992;0,668715914724839;0,60550009786651;0,606728425158459;0,74248496993988;0,620384047267356;0,389588497768964;0,684478371501272;0,685616772306192;0;0,64483833907763
"1186";0,5;0,4;16;2;20;20;30;"all";399611;400244;400107;159590;0,0743848392561766;0,0590264938387584;0,0576745720519761;0,0777742966351275;0,0721311885210044;0,0251144237771233;0,064418204895014;0,0638379233555024;0;0,0418130080284642
"1187";0,5;0,4;17;2;20;20;30;"1-3";299826;300044;300035;119543;0,0739995864267942;0,0565050459265974;0,0545469695202226;0,0759726625565696;0,0726912687275006;0,0199315603049769;0,0608677393982216;0,0599230089822854;0;0,0331478841599041
"1188";0,5;0,4;18;2;20;20;30;">3";10223;10218;10255;4187;0,678274479115719;0,60550009786651;0,606728425158459;0,736804394554574;0,637673956262425;0,376993054876259;0,684478371501272;0,685616772306192;0;0,638502319416832
"1189";0,5;0,4;19;2;20;25;30;"all";399436;400244;400107;159408;0,0752185581670155;0,0590264938387584;0,0576745720519761;0,0786597912275419;0,0729331577982569;0,0245621326069758;0,064418204895014;0,0638379233555024;0;0,0408743979869015
"1190";0,5;0,4;20;2;20;25;30;"1-3";299742;300044;300035;119541;0,0754648998138399;0,0565050459265974;0,0545469695202226;0,0777306530813696;0,0739618537078041;0,0190363712793002;0,0608677393982216;0,0599230089822854;0;0,031664641150715
"1191";0,5;0,4;21;2;20;25;30;">3";10160;10218;10255;4076;0,671259842519685;0,60550009786651;0,606728425158459;0,72963689892051;0,632149901380671;0,383858267716535;0,684478371501272;0,685616772306192;0;0,641025641025641
"1192";0,5;0,4;22;2;20;30;30;"all";399662;400244;400107;159217;0,0741576632254255;0,0590264938387584;0,0576745720519761;0,0779250959382478;0,0716629582648839;0,0242780149226096;0,064418204895014;0,0638379233555024;0;0,0403543429890412
"1193";0,5;0,4;23;2;20;30;30;"1-3";299599;300044;300035;119363;0,0740356276222551;0,0565050459265974;0,0545469695202226;0,076497742181413;0,0724050689096518;0,0186983267634405;0,0608677393982216;0,0599230089822854;0;0,0310814709602965
"1194";0,5;0,4;24;2;20;30;30;">3";10283;10218;10255;4140;0,665078284547311;0,60550009786651;0,606728425158459;0,728019323671498;0,622659938140973;0,381308956530195;0,684478371501272;0,685616772306192;0;0,638287481686472
"1195";0,5;0,4;25;2;20;35;30;"all";399824;400244;400107;159217;0,0749929969186442;0,0590264938387584;0,0576745720519761;0,0781135180288537;0,0729280527997938;0,0241906438833087;0,064418204895014;0,0638379233555024;0;0,0401983317193598
"1196";0,5;0,4;26;2;20;35;30;"1-3";300371;300044;300035;119620;0,0748940476943513;0,0565050459265974;0,0545469695202226;0,0771526500585186;0,0733993172928504;0,0183672857899065;0,0608677393982216;0,0599230089822854;0;0,0305226527100818
"1197";0,5;0,4;27;2;20;35;30;">3";10167;10218;10255;3987;0,674141831415363;0,60550009786651;0,606728425158459;0,73488838725859;0,63495145631068;0,387429920330481;0,684478371501272;0,685616772306192;0;0,637378640776699
"1198";0,5;0,4;28;2;20;40;30;"all";400108;400244;400107;159559;0,0747348215981685;0,0590264938387584;0,0576745720519761;0,0793123546775801;0,0716984897048003;0,0240859967808692;0,064418204895014;0,0638379233555024;0;0,0400625236438314
"1199";0,5;0,4;29;2;20;40;30;"1-3";299977;300044;300035;119384;0,0745523823493135;0,0565050459265974;0,0545469695202226;0,078075789050459;0,0722231758706041;0,0183780756524667;0,0608677393982216;0,0599230089822854;0;0,030527207588334
"1200";0,5;0,4;30;2;20;40;30;">3";10232;10218;10255;4146;0,673084440969507;0,60550009786651;0,606728425158459;0,734684032802701;0,631120604666448;0,385261923377639;0,684478371501272;0,685616772306192;0;0,647716069668091
"1201";0,5;0,6;1;3;1;1;16;"all";26474;26305;26817;15860;0,0142781597038604;0,0137236266869416;0,0155871275683335;0,0153846153846154;0,0126248351234219;0,00513711566064818;0,0121649876449344;0,0146548830965432;0;0,0128132654983983
"1202";0,5;0,6;2;3;1;1;16;"1-3";9219;9120;9499;5574;0,0245145894348628;0,025219298245614;0,0302137067059691;0,0258342303552207;0,0224965706447188;0,00900314567740536;0,0219298245614035;0,0269502052847668;0;0,0227709190672154
"1203";0,5;0,6;3;3;1;1;16;">3";216;183;208;136;0,703703703703704;0,715846994535519;0,629807692307692;0,735294117647059;0,65;0,24537037037037;0,655737704918033;0,658653846153846;0;0,6625
"1204";0,5;0,6;4;3;1;3;18;"all";79070;79642;79551;47404;0,0356772480080941;0,0328972150372919;0,0331862578723083;0,0364526200320648;0,0345165161371818;0,0109017326419628;0,0299339544461465;0,029603650488366;0;0,0272216257184362
"1205";0,5;0,6;5;3;1;3;18;"1-3";36269;36216;36205;21781;0,0553089415203066;0,0534294234592445;0,0536113796436956;0,0555530049125385;0,0549420209828824;0,0164603380297224;0,0455047492820853;0,0449109239055379;0;0,0412065157371618
"1206";0,5;0,6;6;3;1;3;18;">3";1078;1054;1039;653;0,723562152133581;0,625237191650854;0,635226179018287;0,767228177641654;0,656470588235294;0,23191094619666;0,678368121442125;0,674687199230029;0;0,588235294117647
"1207";0,5;0,6;7;3;1;5;20;"all";132463;133263;132962;79272;0,0587937763752897;0,052490188574473;0,0523006573306659;0,059995963265718;0,0570021244195447;0,0183522946030212;0,0514921621155159;0,0512025992388803;0;0,0457032204696283
"1208";0,5;0,6;8;3;1;5;20;"1-3";70464;70780;70352;42191;0,0746622388737511;0,0674343034755581;0,0675034114168751;0,0746604726126425;0,0746648746153574;0,0224227974568574;0,0624752755015541;0,0630969979531499;0;0,0558837053018781
"1209";0,5;0,6;9;3;1;5;20;">3";3354;3401;3302;2060;0,713178294573643;0,617465451337842;0,623561477892187;0,740291262135922;0,670015455950541;0,242098986285033;0,683622463981182;0,682616596002423;0;0,627511591962906
"1210";0,5;0,6;10;3;1;10;25;"all";265573;266225;266260;159139;0,0675407515071186;0,0585632453751526;0,0591564636070007;0,0699137232230943;0,0639927090967172;0,0181795589160043;0,0634162832190816;0,0638586344174867;0;0,0453614446511453
"1211";0,5;0,6;11;3;1;10;25;"1-3";177266;177554;177406;106441;0,0737874155224352;0,0637946765491062;0,064811787650925;0,075562987946374;0,0711189551711966;0,0172621935396523;0,0684186219403674;0,0695466895144471;0;0,0432050829509354
"1212";0,5;0,6;12;3;1;10;25;">3";6345;6338;6200;3812;0,693459416863672;0,611391606184916;0,617258064516129;0,729538300104932;0,639163047769443;0,257368006304176;0,683969706532029;0,680967741935484;0;0,644690090801421
"1213";0,5;0,6;13;3;1;15;30;"all";399065;399522;399883;239332;0,0727124653878441;0,0564925085477145;0,0571217080996191;0,0757441545635352;0,0681700087020215;0,0140027313846115;0,0633331831538689;0,0640037210884184;0;0,0349833785128934
"1214";0,5;0,6;14;3;1;15;30;"1-3";299839;299689;299952;180014;0,071028118423554;0,0528714767642456;0,0538286125780125;0,0733276300732165;0,0675735447527644;0,00999869930195872;0,0593715485052838;0,0605830266175921;0;0,025019820571667
"1215";0,5;0,6;15;3;1;15;30;">3";10229;10273;10128;6155;0,699970671619904;0,610532463739901;0,611473143759874;0,743623070674249;0,634020618556701;0,242643464659302;0,683344689963983;0,681378357030016;0;0,609229258713795
"1216";0,5;0,6;16;3;1;20;30;"all";399424;399522;399883;239819;0,0779873017144688;0,0564925085477145;0,0571217080996191;0,0798852467902877;0,0751354907427712;0,0116117208780644;0,0633331831538689;0,0640037210884184;0;0,0290592399987469
"1217";0,5;0,6;17;3;1;20;30;"1-3";299942;299689;299952;180006;0,0774583086063306;0,0528714767642456;0,0538286125780125;0,0788251502727687;0,0754068836712913;0,00738476105380374;0,0593715485052838;0,0605830266175921;0;0,0184681830309498
"1218";0,5;0,6;18;3;1;20;30;">3";10310;10273;10128;6219;0,704170708050436;0,610532463739901;0,611473143759874;0,738382376587876;0,652163285260328;0,227158098933075;0,683344689963983;0,681378357030016;0;0,572476167196285
"1219";0,5;0,6;19;3;1;25;30;"all";399559;399522;399883;239638;0,0793424750787743;0,0564925085477145;0,0571217080996191;0,081376910172844;0,0762939201230608;0,0116903886534905;0,0633331831538689;0,0640037210884184;0;0,0292081715346953
"1220";0,5;0,6;20;3;1;25;30;"1-3";300122;299689;299952;179872;0,07946435116386;0,0528714767642456;0,0538286125780125;0,0806517968333037;0,0776881496881497;0,00753360300144608;0,0593715485052838;0,0605830266175921;0;0,0188024948024948
"1221";0,5;0,6;21;3;1;25;30;">3";10109;10273;10128;6134;0,713423681867643;0,610532463739901;0,611473143759874;0,748451255298337;0,65937106918239;0,229894153724404;0,683344689963983;0,681378357030016;0;0,584654088050314
"1222";0,5;0,6;22;3;1;30;30;"all";399851;399522;399883;239540;0,0797472058341732;0,0564925085477145;0,0571217080996191;0,0814561242381231;0,0771937047364186;0,0118719222910534;0,0633331831538689;0,0640037210884184;0;0,0296111932431337
"1223";0,5;0,6;23;3;1;30;30;"1-3";299844;299689;299952;179603;0,0801783594135617;0,0528714767642456;0,0538286125780125;0,0813405121295301;0,0784424613900417;0,00756059817771908;0,0593715485052838;0,0605830266175921;0;0,0188538019477549
"1224";0,5;0,6;24;3;1;30;30;">3";10259;10273;10128;6142;0,700360658933619;0,610532463739901;0,611473143759874;0,732660371214588;0,652173913043478;0,233063651428014;0,683344689963983;0,681378357030016;0;0,580762691280058
"1225";0,5;0,6;25;3;1;35;30;"all";399881;399522;399883;239432;0,0812916842760721;0,0564925085477145;0,0571217080996191;0,0822697049684253;0,079832220830295;0,0117509959212866;0,0633331831538689;0,0640037210884184;0;0,0292865645781526
"1226";0,5;0,6;26;3;1;35;30;"1-3";300463;299689;299952;179790;0,0825326246492913;0,0528714767642456;0,0538286125780125;0,0826297346904722;0,0823879409644245;0,00766816546463292;0,0593715485052838;0,0605830266175921;0;0,0190929205373199
"1227";0,5;0,6;27;3;1;35;30;">3";10067;10273;10128;6046;0,700109267905036;0,610532463739901;0,611473143759874;0,732550446576249;0,651330514797314;0,229661269494388;0,683344689963983;0,681378357030016;0;0,574981347923402
"1228";0,5;0,6;28;3;1;40;30;"all";400428;399522;399883;239905;0,0824742525497717;0,0564925085477145;0,0571217080996191;0,0851295304391322;0,0785058838920279;0,0117574195610697;0,0633331831538689;0,0640037210884184;0;0,0293291304049887
"1229";0,5;0,6;29;3;1;40;30;"1-3";300456;299689;299952;179648;0,0838492158585617;0,0528714767642456;0,0538286125780125;0,0858233879586747;0,0809135156612145;0,00777817717070054;0,0593715485052838;0,0605830266175921;0;0,0193447453811006
"1230";0,5;0,6;30;3;1;40;30;">3";10174;10273;10128;6175;0,70463927658738;0,610532463739901;0,611473143759874;0,745101214574899;0,642160540135034;0,225476705327305;0,683344689963983;0,681378357030016;0;0,573643410852713
"1231";0,5;0,6;1;3;2;1;16;"all";26646;26595;26768;16010;0,0162125647376717;0,0171460800902425;0,015839808726838;0,0159900062460962;0,0165475742760436;0,00484125197027696;0,0143636021808611;0,0147937836222355;0;0,0121286197818729
"1232";0,5;0,6;2;3;2;1;16;"1-3";9391;9355;9374;5703;0,0286444468107763;0,0318546231961518;0,0297631747386388;0,0266526389619499;0,0317245119305857;0,0079863699286551;0,0240513094601817;0,0277362918711329;0;0,0203362255965293
"1233";0,5;0,6;3;3;2;1;16;">3";216;234;200;134;0,75462962962963;0,675213675213675;0,725;0,776119402985075;0,719512195121951;0,25;0,670940170940171;0,68;0;0,658536585365854
"1234";0,5;0,6;4;3;2;3;18;"all";79884;79905;79748;47973;0,0355139952931751;0,0347037106564045;0,0334428449616291;0,0363329372772184;0,0342828491742659;0,0114165540033048;0,0301608159689631;0,0303832071023725;0;0,0285794866973771
"1235";0,5;0,6;5;3;2;3;18;"1-3";36494;36271;36294;21924;0,0555981805228257;0,0562984202255245;0,0552157381385353;0,0566046341908411;0,0540837336993823;0,0170987011563545;0,0463731355628463;0,0469223563123381;0;0,0428277282086479
"1236";0,5;0,6;6;3;2;3;18;">3";1050;1089;1005;634;0,728571428571429;0,639118457300275;0,637810945273632;0,753943217665615;0,689903846153846;0,262857142857143;0,646464646464647;0,681592039800995;0;0,663461538461538
"1237";0,5;0,6;7;3;2;5;20;"all";133268;133434;133622;79850;0,0584911606687277;0,0553157366188528;0,0534343147086558;0,0601001878522229;0,0560859635328915;0,01847405228562;0,0514411619227483;0,0523865830477017;0;0,0460893331835711
"1238";0,5;0,6;8;3;2;5;20;"1-3";70739;70764;71105;42370;0,0752484485220317;0,0720281499067322;0,0705154349201885;0,0755251357092282;0,074835207444746;0,0219822163163177;0,0636623141710474;0,0658040925392026;0;0,0548133526031936
"1239";0,5;0,6;9;3;2;5;20;">3";3311;3358;3250;2024;0,694352159468439;0,638177486599166;0,611692307692308;0,733695652173913;0,632478632478632;0,257928118393235;0,668254913639071;0,672307692307692;0;0,663558663558664
"1240";0,5;0,6;10;3;2;10;25;"all";266760;267056;267473;159753;0,07290073474284;0,061548888622611;0,0601294336250762;0,0754226837680669;0,0691356640219799;0,0190658269605638;0,064207507039722;0,0638606513554639;0;0,047529600867233
"1241";0,5;0,6;11;3;2;10;25;"1-3";177432;177740;178580;106337;0,0820934217052166;0,0680263305952515;0,0665696046589764;0,084251013287943;0,0788663056473732;0,0192242661977546;0,0700236300213795;0,0694086683839176;0;0,0479780575286588
"1242";0,5;0,6;12;3;2;10;25;">3";6260;6259;6214;3770;0,689456869009585;0,62390158172232;0,606050852912778;0,725198938992042;0,635341365461847;0,248242811501597;0,678383128295255;0,681203733504989;0;0,624096385542169
"1243";0,5;0,6;13;3;2;15;30;"all";400033;400907;400514;239858;0,0770736414245825;0,0592132339919233;0,0579829918554657;0,078942541003427;0,0742750117059466;0,0141788302465047;0,0645586133442419;0,063106408265379;0;0,0354112689246137
"1244";0,5;0,6;14;3;2;15;30;"1-3";299757;300431;300476;179724;0,0768155539320183;0,056292459832707;0,0552190524368003;0,0781976808884734;0,074746111486008;0,0104651434328473;0,0608858606468707;0,0593291976730255;0;0,0261344796847534
"1245";0,5;0,6;15;3;2;15;30;">3";10134;10210;10096;6048;0,700414446417999;0,619000979431929;0,607765451664025;0,731646825396825;0,654185022026432;0,238010657193606;0,689520078354554;0,685320919175911;0;0,590308370044053
"1246";0,5;0,6;16;3;2;20;30;"all";399869;400907;400514;239746;0,0813966574053002;0,0592132339919233;0,0579829918554657;0,0835425825665496;0,0781836463218901;0,0122790213795018;0,0645586133442419;0,063106408265379;0;0,0306639271060372
"1247";0,5;0,6;17;3;2;20;30;"1-3";299659;300431;300476;179636;0,0824437110181907;0,056292459832707;0,0552190524368003;0,0838863034135697;0,0802846121160111;0,00819931989361241;0,0608858606468707;0,0593291976730255;0;0,0204710763770277
"1248";0,5;0,6;18;3;2;20;30;">3";10170;10210;10096;6103;0,7023598820059;0,619000979431929;0,607765451664025;0,745698836637719;0,637324809441849;0,230285152409046;0,689520078354554;0,685320919175911;0;0,575854438160807
"1249";0,5;0,6;19;3;2;25;30;"all";399988;400907;400514;240371;0,0831349940498215;0,0592132339919233;0,0579829918554657;0,0856134891480253;0,0794025699017022;0,0118403552106563;0,0645586133442419;0,063106408265379;0;0,0296710250161324
"1250";0,5;0,6;20;3;2;25;30;"1-3";299567;300431;300476;180024;0,0847189443430017;0,056292459832707;0,0552190524368003;0,0865773452428565;0,0819203131927424;0,00781127427253336;0,0608858606468707;0,0593291976730255;0;0,0195745463975306
"1251";0,5;0,6;21;3;2;25;30;">3";10129;10210;10096;6163;0,705301609240794;0,619000979431929;0,607765451664025;0,735842933636216;0,657841654059506;0,227366966136835;0,689520078354554;0,685320919175911;0;0,580685829551185
"1252";0,5;0,6;22;3;2;30;30;"all";400435;400907;400514;240727;0,0835241674678787;0,0592132339919233;0,0579829918554657;0,0856945834908423;0,0802527111979362;0,011887072808321;0,0645586133442419;0,063106408265379;0;0,0298043930172565
"1253";0,5;0,6;23;3;2;30;30;"1-3";299807;300431;300476;180231;0,0848412478694627;0,056292459832707;0,0552190524368003;0,0863170042889403;0,0826169130929283;0,00783504054274917;0,0608858606468707;0,0593291976730255;0;0,0196444102495484
"1254";0,5;0,6;24;3;2;30;30;">3";10177;10210;10096;6135;0,706986341751007;0,619000979431929;0,607765451664025;0,743439282803586;0,651657595249876;0,228947627002063;0,689520078354554;0,685320919175911;0;0,57644730331519
"1255";0,5;0,6;25;3;2;35;30;"all";400385;400907;400514;240798;0,083269852766712;0,0592132339919233;0,0579829918554657;0,0850713045789417;0,0805516740085345;0,0119085380321441;0,0645586133442419;0,063106408265379;0;0,0298771203168178
"1256";0,5;0,6;26;3;2;35;30;"1-3";300078;300431;300476;180717;0,0847879551316658;0,056292459832707;0,0552190524368003;0,0859852697864617;0,0829751761463124;0,00780796992781877;0,0608858606468707;0,0593291976730255;0;0,0196295272325131
"1257";0,5;0,6;27;3;2;35;30;">3";10166;10210;10096;6047;0,700078693684832;0,619000979431929;0,607765451664025;0,738217297833637;0,644088370963826;0,228998622860515;0,689520078354554;0,685320919175911;0;0,565185724690459
"1258";0,5;0,6;28;3;2;40;30;"all";400098;400907;400514;240605;0,0821648696069463;0,0592132339919233;0,0579829918554657;0,0833191330188483;0,0804235922579674;0,0125319296772291;0,0645586133442419;0,063106408265379;0;0,0314371163624736
"1259";0,5;0,6;29;3;2;40;30;"1-3";299958;300431;300476;180505;0,0835083578367638;0,056292459832707;0,0552190524368003;0,0839034929780338;0,0829112705415519;0,00820781576087319;0,0608858606468707;0,0593291976730255;0;0,0206106167279181
"1260";0,5;0,6;30;3;2;40;30;">3";10238;10210;10096;6046;0,694471576479781;0,619000979431929;0,607765451664025;0,736850810453192;0,633349236641221;0,238718499706974;0,689520078354554;0,685320919175911;0;0,583015267175573
"1261";0,5;0,6;1;3;3;1;16;"all";26780;26490;26535;15960;0,0152725914861837;0,0151000377500944;0,0163180704729602;0,0145363408521303;0,016358595194085;0,00567587752053771;0,0125707814269536;0,0137177312982853;0;0,0140480591497227
"1262";0,5;0,6;2;3;3;1;16;"1-3";9428;9307;9240;5629;0,0268349596945269;0,0277210701622435;0,0314935064935065;0,0268253686267543;0,0268491708344301;0,00912176495545185;0,0222413237348233;0,0245670995670996;0;0,0226375361937352
