"";"interaction";"vac";"X";"ref";"rep";"year";"age";"partner";"Ntot";"N_5";"N_10";"Nvac";"val_prevNVtot";"val_prevNV_5";"val_prevNV_10";"val_prevNV_Vac";"val_prevNV_unVac";"val_prevVtot";"val_prevV_5";"val_prevV_10";"val_prevV_Vac";"val_prevV_unVac"
"1";0,5;0,2;1;1;1;1;16;"all";26860;26832;26567;5249;0,0150409530900968;0,0159511031604055;0,0163360560093349;0,0152409982853877;0,0149923649993059;0,0110945644080417;0,0132677400119261;0,0135882862197463;0;0,0137892739808431
"2";0,5;0,2;2;1;1;1;16;"1-3";9374;9433;9456;1883;0,0289097503733732;0,0314852114915721;0,0315143824027073;0,0276155071694105;0,0292350820985182;0,0197354384467677;0,0240644545743666;0,0240059221658206;0;0,0246963022293419
"3";0,5;0,2;3;1;1;1;16;">3";198;190;191;38;0,671717171717172;0,689473684210526;0,712041884816754;0,736842105263158;0,65625;0,570707070707071;0,678947368421053;0,701570680628272;0;0,70625
"4";0,5;0,2;4;1;1;3;18;"all";80300;80299;80271;15900;0,0350435865504359;0,0336616894357339;0,0341717432198428;0,0372327044025157;0,0345031055900621;0,025093399750934;0,0300875477901344;0,0314559429931108;0;0,0312888198757764
"5";0,5;0,2;5;1;1;3;18;"1-3";36555;36646;36918;7378;0,0569826289153331;0,055012825410686;0,0540928544341514;0,0581458389807536;0,0566884875072831;0,0392832717822459;0,0453801233422474;0,0474565252722249;0;0,0492168488878226
"6";0,5;0,2;6;1;1;3;18;">3";1045;1046;1076;209;0,664114832535885;0,611854684512428;0,651486988847584;0,76555023923445;0,638755980861244;0,521531100478469;0,691204588910134;0,680297397769517;0;0,651913875598086
"7";0,5;0,2;7;1;1;5;20;"all";133743;133672;133432;26635;0,0552552283110144;0,0543419713926626;0,0540500029977816;0,0566547775483386;0,0549071964745864;0,0407572732778538;0,0519704949428452;0,0517641944960729;0;0,0508925570452254
"8";0,5;0,2;8;1;1;5;20;"1-3";70822;71043;71270;14185;0,0720256417497388;0,0715341412947088;0,0702118703521818;0,0715544589354952;0,0721436516764659;0,0503515856654712;0,0645383781653365;0,0638978532341799;0;0,0629623744195491
"9";0,5;0,2;9;1;1;5;20;">3";3320;3320;3326;654;0,653915662650602;0,606927710843373;0,617257967528563;0,717125382262997;0,6384096024006;0,540060240963855;0,67078313253012;0,669272399278413;0;0,672543135783946
"10";0,5;0,2;10;1;1;10;25;"all";267091;267104;266398;53141;0,0647644435791547;0,0598568347909429;0,0593135083596724;0,0711691537607497;0,063173638700631;0,0479199973042896;0,0640499580687672;0,0632136877904489;0;0,0598223884085067
"11";0,5;0,2;11;1;1;10;25;"1-3";177541;178323;178140;35506;0,0719608428475676;0,0658860606876286;0,0647861232738296;0,0764941136709289;0,0708276129123104;0,0511093212272095;0,069861992003275;0,0681935556304031;0;0,0638856619847221
"12";0,5;0,2;12;1;1;10;25;">3";6316;6268;6288;1292;0,641545281823939;0,605456285896618;0,610209923664122;0,734520123839009;0,617635350318471;0,540531982267258;0,677089980855137;0,67986641221374;0;0,67953821656051
"13";0,5;0,2;13;1;1;15;30;"all";400371;400070;399563;79887;0,0650821363185645;0,0576224160771865;0,0569372038952556;0,0703368508017575;0,0637722944047129;0,0443913270441665;0,0637588422026145;0,0628361484922278;0;0,0554567466706606
"14";0,5;0,2;14;1;1;15;30;"1-3";299984;300140;300175;59980;0,0631367006240333;0,0545512094355967;0,0532256183892729;0,0671557185728576;0,0621322977950367;0,0398487919355699;0,0600086626241087;0,0586757724660615;0;0,0498075032082799
"15";0,5;0,2;15;1;1;15;30;">3";10283;10207;10242;2056;0,636195662744335;0,604585088664642;0,611599297012302;0,720330739299611;0,615169563631944;0,530195468248566;0,686685607916136;0,682386252685023;0;0,662696000972408
"16";0,5;0,2;16;1;1;20;30;"all";399989;400070;399563;79750;0,0675268569885672;0,0576224160771865;0,0569372038952556;0,0715862068965517;0,0665159459029038;0,0422636622507119;0,0637588422026145;0,0628361484922278;0;0,052788698440852
"17";0,5;0,2;17;1;1;20;30;"1-3";299513;300140;300175;59760;0,0666749022579988;0,0545512094355967;0,0532256183892729;0,0677710843373494;0,066401671720479;0,0374708276435414;0,0600086626241087;0,0586757724660615;0;0,0468106759873703
"18";0,5;0,2;18;1;1;20;30;">3";10171;10207;10242;2087;0,637302133516862;0,604585088664642;0,611599297012302;0,748442740776234;0,608609599208313;0,522564152983974;0,686685607916136;0,682386252685023;0;0,657471548738248
"19";0,5;0,2;19;1;1;25;30;"all";399906;400070;399563;79990;0,0678284396833256;0,0576224160771865;0,0569372038952556;0,0726090761345168;0,0666331161930007;0,0415947747720714;0,0637588422026145;0,0628361484922278;0;0,0519948986608985
"20";0,5;0,2;20;1;1;25;30;"1-3";299451;300140;300175;59989;0,0671528897883126;0,0545512094355967;0,0532256183892729;0,0705962759839304;0,066290267349308;0,0361595052279004;0,0600086626241087;0,0586757724660615;0;0,0452180304181874
"21";0,5;0,2;21;1;1;25;30;">3";10065;10207;10242;1985;0,639841033283656;0,604585088664642;0,611599297012302;0,731486146095718;0,617326732673267;0,543070044709389;0,686685607916136;0,682386252685023;0;0,676485148514852
"22";0,5;0,2;22;1;1;30;30;"all";399893;400070;399563;79981;0,0683032711250259;0,0576224160771865;0,0569372038952556;0,0735424663357547;0,0669934231913776;0,0418386918500699;0,0637588422026145;0,0628361484922278;0;0,0522987571582185
"23";0,5;0,2;23;1;1;30;30;"1-3";299692;300140;300175;59898;0,0675026360396674;0,0545512094355967;0,0532256183892729;0,0717219272763698;0,0664487018023804;0,0365275015682768;0,0600086626241087;0,0586757724660615;0;0,0456516843624111
"24";0,5;0,2;24;1;1;30;30;">3";10140;10207;10242;1991;0,638757396449704;0,604585088664642;0,611599297012302;0,725263686589653;0,617621794085164;0,53353057199211;0,686685607916136;0,682386252685023;0;0,663885139280893
"25";0,5;0,2;25;1;1;35;30;"all";399980;400070;399563;80233;0,0675758787939397;0,0576224160771865;0,0569372038952556;0,0729874241272294;0,0662179785893222;0,0412595629781489;0,0637588422026145;0,0628361484922278;0;0,0516126812761339
"26";0,5;0,2;26;1;1;35;30;"1-3";299850;300140;300175;60311;0,0665766216441554;0,0545512094355967;0,0532256183892729;0,070368589477873;0,065621882031736;0,035847923961981;0,0600086626241087;0,0586757724660615;0;0,0448736948889325
"27";0,5;0,2;27;1;1;35;30;">3";10150;10207;10242;2047;0,641773399014778;0,604585088664642;0,611599297012302;0,731314118221788;0,619153399975318;0,535073891625616;0,686685607916136;0,682386252685023;0;0,670245588053807
"28";0,5;0,2;28;1;1;40;30;"all";400259;400070;399563;80348;0,0674288398262125;0,0576224160771865;0,0569372038952556;0,0733310101060387;0,0659464663609566;0,0408310618874279;0,0637588422026145;0,0628361484922278;0;0,0510860833169225
"29";0,5;0,2;29;1;1;40;30;"1-3";299704;300140;300175;60252;0,0661118970717775;0,0545512094355967;0,0532256183892729;0,0712839407820487;0,0648104839383258;0,0350545871926968;0,0600086626241087;0,0586757724660615;0;0,0438751816648013
"30";0,5;0,2;30;1;1;40;30;">3";10278;10207;10242;2057;0,643996886553804;0,604585088664642;0,611599297012302;0,719494409333982;0,625106434740299;0,536972173574625;0,686685607916136;0,682386252685023;0;0,671329521955966
"31";0,5;0,2;1;1;2;1;16;"all";26788;26604;26632;5258;0,0145960878005077;0,0138700947225981;0,0143060979273055;0,0152149106124002;0,0144449605202044;0,0100791399133941;0,0132310930687115;0,0132171823370382;0;0,0125406409660938
"32";0,5;0,2;2;1;2;1;16;"1-3";9402;9169;9411;1920;0,0292490959370347;0,0242120187588614;0,0260333652109234;0,0286458333333333;0,0294039026998129;0,0194639438417358;0,0222488821027375;0,023695675273616;0;0,0244587008821171
"33";0,5;0,2;3;1;2;1;16;">3";176;218;204;36;0,659090909090909;0,674311926605505;0,666666666666667;0,694444444444444;0,65;0,494318181818182;0,678899082568807;0,632352941176471;0;0,621428571428571
"34";0,5;0,2;4;1;2;3;18;"all";79757;80156;79860;15850;0,0341412039068671;0,0351439692599431;0,0325068870523416;0,0356466876971609;0,0337678188617835;0,0236468272377346;0,0313139378212486;0,0310793889306286;0;0,0295116340932918
"35";0,5;0,2;5;1;2;3;18;"1-3";36387;36520;36407;7272;0,0546074147360321;0,0561062431544359;0,0525997747685885;0,0561056105610561;0,0542332131203847;0,035864457086322;0,0470700985761227;0,0471612601972148;0;0,044822256568779
"36";0,5;0,2;6;1;2;3;18;">3";1026;1128;1067;200;0,668615984405458;0,647163120567376;0,604498594189316;0,76;0,646489104116223;0,53411306042885;0,674645390070922;0,678537956888472;0;0,663438256658596
"37";0,5;0,2;7;1;2;5;20;"all";133557;133694;133357;26559;0,0559236880133576;0,0553502774993642;0,0537879526384067;0,0590383674084115;0,0551505635619357;0,0415253412400698;0,0532035843044564;0,0526631522904684;0;0,0518327445372811
"38";0,5;0,2;8;1;2;5;20;"1-3";71040;71048;70989;14180;0,0729588963963964;0,072261006643396;0,0696023327557791;0,0753173483779972;0,0723707351389377;0,0513091216216216;0,0654205607476635;0,0650664187409317;0;0,0641048188533239
"39";0,5;0,2;9;1;2;5;20;">3";3285;3369;3346;632;0,645966514459665;0,62748590086079;0,621637776449492;0,742088607594937;0,623068224651338;0,544292237442922;0,686850697536361;0,677226539151225;0;0,673954014323408
"40";0,5;0,2;10;1;2;10;25;"all";267360;267051;266702;53335;0,0651892579293836;0,0609958397459661;0,0593208899820774;0,0699728133495828;0,0639971965891835;0,0486722022740874;0,0653208563158348;0,0641165045631454;0;0,060801308258381
"41";0,5;0,2;11;1;2;10;25;"1-3";178067;178025;177756;35467;0,0727142030808628;0,0673276225249263;0,0650554692949886;0,0765500324245073;0,0717601683029453;0,0522387640607187;0,0710911388849881;0,0695954004365535;0;0,0652314165497896
"42";0,5;0,2;12;1;2;10;25;">3";6264;6345;6291;1252;0,634738186462324;0,613081166272656;0,609601017326339;0,72444089456869;0,612330407023144;0,535759897828863;0,685106382978723;0,683039262438404;0;0,669592976855547
"43";0,5;0,2;13;1;2;15;30;"all";400279;400396;399838;79985;0,0655717636948229;0,0581124686560305;0,0570781166372381;0,0718759767456398;0,063997452340662;0,0443215856939784;0,0646110350752755;0,0643410581285421;0;0,0553897356803437
"44";0,5;0,2;14;1;2;15;30;"1-3";299886;300044;299722;60006;0,0640543406494468;0,0552219007878844;0,0539166294099199;0,0687431256874313;0,0628814407203602;0,039875152557972;0,0609477276666089;0,0604927232568847;0;0,0498499249624812
"45";0,5;0,2;15;1;2;15;30;">3";10037;10291;10258;2013;0,641825246587626;0,605480516956564;0,603333983232599;0,729756582215599;0,619765702891326;0,53472153033775;0,686425031580993;0,688633261844414;0;0,668868394815553
"46";0,5;0,2;16;1;2;20;30;"all";400306;400396;399838;80084;0,0664591587435612;0,0581124686560305;0,0570781166372381;0,0725363368463114;0,0649393233444298;0,0431519887286226;0,0646110350752755;0,0643410581285421;0;0,0539438264703862
"47";0,5;0,2;17;1;2;20;30;"1-3";299733;300044;299722;60020;0,0652347255724261;0,0552219007878844;0,0539166294099199;0,0701432855714762;0,0640057068244109;0,038210674166675;0,0609477276666089;0,0604927232568847;0;0,0477779678198512
"48";0,5;0,2;18;1;2;20;30;">3";10134;10291;10258;2007;0,639234260903888;0,605480516956564;0,603333983232599;0,73542600896861;0,615479266642057;0,538582987961318;0,686425031580993;0,688633261844414;0;0,671588532053648
"49";0,5;0,2;19;1;2;25;30;"all";400371;400396;399838;80358;0,0672151579410097;0,0581124686560305;0,0570781166372381;0,0726374474227831;0,0658535746985279;0,0422782868889105;0,0646110350752755;0,0643410581285421;0;0,0528947261517501
"50";0,5;0,2;20;1;2;25;30;"1-3";299757;300044;299722;60040;0,0661202240481457;0,0552219007878844;0,0539166294099199;0,069653564290473;0,0652352565733761;0,0369065609810613;0,0609477276666089;0,0604927232568847;0;0,0461502521723532
"51";0,5;0,2;21;1;2;25;30;">3";10213;10291;10258;2017;0,639968667384706;0,605480516956564;0,603333983232599;0,757064947942489;0,611151781356759;0,538235582101244;0,686425031580993;0,688633261844414;0;0,670693020985847
"52";0,5;0,2;22;1;2;30;30;"all";400606;400396;399838;80155;0,0685137017418611;0,0581124686560305;0,0570781166372381;0,0740939429854657;0,0671179057016517;0,0422410048776104;0,0646110350752755;0,0643410581285421;0;0,0528068253804794
"53";0,5;0,2;23;1;2;30;30;"1-3";300449;300044;299722;60101;0,0677652446837899;0,0552219007878844;0,0539166294099199;0,0717791717275919;0,066761529116115;0,0371144520367849;0,0609477276666089;0,0604927232568847;0;0,0463952269209646
"54";0,5;0,2;24;1;2;30;30;">3";10152;10291;10258;2067;0,638691883372734;0,605480516956564;0,603333983232599;0,717948717948718;0,618429189857761;0,535756501182033;0,686425031580993;0,688633261844414;0;0,672727272727273
"55";0,5;0,2;25;1;2;35;30;"all";400359;400396;399838;80373;0,0678266256035208;0,0581124686560305;0,0570781166372381;0,0744155375561445;0,0661716450094692;0,0419223746687348;0,0646110350752755;0,0643410581285421;0;0,052452294787897
"56";0,5;0,2;26;1;2;35;30;"1-3";299962;300044;299722;60141;0,0667717910935385;0,0552219007878844;0,0539166294099199;0,0719642174223907;0,0654696627901643;0,0367913269014075;0,0609477276666089;0,0604927232568847;0;0,0460176548342305
"57";0,5;0,2;27;1;2;35;30;">3";10190;10291;10258;2119;0,643473994111874;0,605480516956564;0,603333983232599;0,72203869749882;0,622847230826416;0,527576054955839;0,686425031580993;0,688633261844414;0;0,666088464874241
"58";0,5;0,2;28;1;2;40;30;"all";400287;400396;399838;80231;0,0680836499811385;0,0581124686560305;0,0570781166372381;0,075320013461131;0,0662696528107581;0,0425444743396613;0,0646110350752755;0,0643410581285421;0;0,053209438348289
"59";0,5;0,2;29;1;2;40;30;"1-3";299589;300044;299722;60070;0,0668382350486834;0,0552219007878844;0,0539166294099199;0,0724155152322291;0,0654394849677896;0,0374846873550097;0,0609477276666089;0,0604927232568847;0;0,0468856332900521
"60";0,5;0,2;30;1;2;40;30;">3";10277;10291;10258;2112;0,642308066556388;0,605480516956564;0,603333983232599;0,729640151515151;0,619718309859155;0,530699620511823;0,686425031580993;0,688633261844414;0;0,667973055725658
"61";0,5;0,2;1;1;3;1;16;"all";26832;26544;26369;5374;0,0143485390578414;0,0155590717299578;0,0161932572338731;0,0132117603275028;0,0146332370211576;0,0115533691115086;0,0125452079566004;0,0136144715385491;0;0,0144468263584677
"62";0,5;0,2;2;1;3;1;16;"1-3";9428;9396;9237;1907;0,0269410267288927;0,0293742017879949;0,0302046118869763;0,0241216570529628;0,0276558968222311;0,0205770046669495;0,0218177948063006;0,0231676951391144;0;0,0257944422284271
"63";0,5;0,2;3;1;3;1;16;">3";202;198;216;34;0,648514851485149;0,691919191919192;0,685185185185185;0,735294117647059;0,630952380952381;0,574257425742574;0,646464646464647;0,671296296296296;0;0,69047619047619
"64";0,5;0,2;4;1;3;3;18;"all";79860;80281;79771;15806;0,0345980465815177;0,0333827431148092;0,0328941595316594;0,0361887890674427;0,0342055140974803;0,025068870523416;0,0299821875661738;0,0298103320755663;0;0,0312548786961002
"65";0,5;0,2;5;1;3;3;18;"1-3";36557;36795;36134;7270;0,0552561752879066;0,0537029487702133;0,0532185753030387;0,0551581843191197;0,0552804998804931;0,038433131821539;0,045902975947819;0,0460508108706481;0;0,0479735036022809
"66";0,5;0,2;6;1;3;3;18;">3";1046;1056;1031;216;0,663479923518164;0,637310606060606;0,645004849660524;0,731481481481482;0,64578313253012;0,534416826003824;0,646780303030303;0,663433559650824;0;0,673493975903614
"67";0,5;0,2;7;1;3;5;20;"all";132790;133573;133191;26493;0,0559304164470216;0,0536335936154762;0,0537198459355362;0,0576001207866229;0,0555142666302906;0,0415995180359967;0,05215874465648;0,0518053021600559;0;0,0519676002144934
"68";0,5;0,2;8;1;3;5;20;"1-3";70728;71244;70539;14112;0,0727717452776835;0,0697321879737241;0,0699329448957314;0,0753968253968254;0,0721174226367105;0,0512244090035064;0,0647352759530627;0,0640354980932534;0;0,0639925109509679
"69";0,5;0,2;9;1;3;5;20;">3";3319;3327;3325;621;0,642964748418198;0,620979861737301;0,620451127819549;0,70048309178744;0,629725722757598;0,545043687857788;0,666666666666667;0,680601503759399;0;0,670496664195701
"70";0,5;0,2;10;1;3;10;25;"all";266213;266764;266332;53177;0,0618790216856427;0,0589584801547435;0,0599252061336978;0,0671342873798823;0,0605672280741283;0,045786644529005;0,0638054610067325;0,0641154649084601;0;0,0572156818565876
"71";0,5;0,2;11;1;3;10;25;"1-3";177545;178209;177346;35530;0,0678081613112169;0,0645085265053953;0,0663448851397832;0,0724739656628201;0,0666408477977678;0,0483032470641246;0,0691884248270289;0,0699536499272608;0;0,0603879871844523
"72";0,5;0,2;12;1;3;10;25;">3";6286;6284;6260;1230;0,642538975501114;0,613940165499682;0,60111821086262;0,734146341463415;0,620253164556962;0,529748647788737;0,676798217695735;0,676837060702875;0;0,658623417721519
"73";0,5;0,2;13;1;3;15;30;"all";399484;399904;399893;79970;0,0619999799741667;0,0565985836600784;0,0574528686423618;0,0666374890583969;0,0608392746483722;0,0429453995654394;0,0638528246779227;0,0641171513379829;0;0,0536940478351496
"74";0,5;0,2;14;1;3;15;30;"1-3";299760;300316;299805;60057;0,0592941019482253;0,0533105129263842;0,0545487900468638;0,0629235559551759;0,0583847511295228;0,0377068321323726;0,0601399858815381;0,0605326795750571;0;0,0471541866392995
"75";0,5;0,2;15;1;3;15;30;">3";10114;10206;10198;1927;0,640498319161558;0,607289829512052;0,601294371445381;0,738453554748313;0,617442286551851;0,543998418034408;0,68214775622183;0,682878995881545;0;0,67204104067424
"76";0,5;0,2;16;1;3;20;30;"all";400089;399904;399893;80163;0,0646981046717105;0,0565985836600784;0,0574528686423618;0,0690592916931752;0,0636053337334258;0,0413433011155018;0,0638528246779227;0,0641171513379829;0;0,0517025812219076
"77";0,5;0,2;17;1;3;20;30;"1-3";299981;300316;299805;60186;0,0630106573416316;0,0533105129263842;0,0545487900468638;0,0656298807031536;0,0623532600763152;0,0364056390238048;0,0601399858815381;0,0605326795750571;0;0,0455430680372818
"78";0,5;0,2;18;1;3;20;30;">3";10033;10206;10198;1994;0,641981461178112;0,607289829512052;0,601294371445381;0,72617853560682;0,621097151386988;0,5291537924848;0,68214775622183;0,682878995881545;0;0,660405523075009
"79";0,5;0,2;19;1;3;25;30;"all";400055;399904;399893;80257;0,0655909812400795;0,0565985836600784;0,0574528686423618;0,070934622525138;0,0642499327700611;0,0420317206384122;0,0638528246779227;0,0641171513379829;0;0,0525800661667678
"80";0,5;0,2;20;1;3;25;30;"1-3";299917;300316;299805;60256;0,0638843413344359;0,0533105129263842;0,0545487900468638;0,0676945034519384;0,0629263835167174;0,0364300789885202;0,0601399858815381;0,0605326795750571;0;0,0455893950204664
"81";0,5;0,2;21;1;3;25;30;">3";10165;10206;10198;1993;0,64269552385637;0,607289829512052;0,601294371445381;0,747114902157551;0,617229564366128;0,545302508607968;0,68214775622183;0,682878995881545;0;0,678291727851199
"82";0,5;0,2;22;1;3;30;30;"all";400055;399904;399893;80112;0,0661159090625039;0,0565985836600784;0,0574528686423618;0,0709631515877771;0,0649021857018281;0,0414817962530152;0,0638528246779227;0,0641171513379829;0;0,051868614096886
"83";0,5;0,2;23;1;3;30;30;"1-3";300196;300316;299805;60145;0,0647476981705286;0,0533105129263842;0,0545487900468638;0,0680688336520077;0,0639155846049381;0,0360864235366227;0,0601399858815381;0,0605326795750571;0;0,0451279103190572
"84";0,5;0,2;24;1;3;30;30;">3";10158;10206;10198;2040;0,636837960228391;0,607289829512052;0,601294371445381;0,722058823529412;0,615422517861542;0,533963378617838;0,68214775622183;0,682878995881545;0;0,668144863266814
"85";0,5;0,2;25;1;3;35;30;"all";399743;399904;399893;80198;0,0672907342967857;0,0565985836600784;0,0574528686423618;0,0741539689269059;0,065568229826785;0,0403434206477662;0,0638528246779227;0,0641171513379829;0;0,0504686350905193
"86";0,5;0,2;26;1;3;35;30;"1-3";300033;300316;299805;60145;0,0660260704655821;0,0533105129263842;0,0545487900468638;0,0711281070745698;0,0647468818782098;0,034579529585079;0,0601399858815381;0,0605326795750571;0;0,043249349696525
"87";0,5;0,2;27;1;3;35;30;">3";10160;10206;10198;2096;0,642913385826772;0,607289829512052;0,601294371445381;0,742843511450382;0,616939484126984;0,533464566929134;0,68214775622183;0,682878995881545;0;0,672123015873016
"88";0,5;0,2;28;1;3;40;30;"all";399386;399904;399893;79976;0,0670579339285804;0,0565985836600784;0,0574528686423618;0,0716339901970591;0,0659121505275351;0,0414586390108817;0,0638528246779227;0,0641171513379829;0;0,0518393287624057
"89";0,5;0,2;29;1;3;40;30;"1-3";299875;300316;299805;60125;0,0659574822842851;0,0533105129263842;0,0545487900468638;0,0694220374220374;0,0650886339937435;0,0359416423509796;0,0601399858815381;0,0605326795750571;0;0,0449551616266945
"90";0,5;0,2;30;1;3;40;30;">3";10130;10206;10198;1961;0,638104639684107;0,607289829512052;0,601294371445381;0,727180010198878;0,61672175296854;0,534649555774926;0,68214775622183;0,682878995881545;0;0,662994246541804
"91";0,5;0,2;1;1;4;1;16;"all";26787;26892;26808;5364;0,0162018889759958;0,0162501859289008;0,0144359892569382;0,0162192393736018;0,016197544694954;0,011684772464255;0,0141677822400714;0,0133169203222919;0;0,0146104653876675
"92";0,5;0,2;2;1;4;1;16;"1-3";9410;9438;9362;1893;0,0297555791710946;0,0322102140283958;0,0269173253578295;0,0248283148441627;0,0309964081415458;0,0207226354941552;0,0262767535494808;0,0228583635975219;0;0,0259411999467873
"93";0,5;0,2;3;1;4;1;16;">3";228;194;199;48;0,675438596491228;0,685567010309278;0,678391959798995;0,833333333333333;0,633333333333333;0,517543859649123;0,685567010309278;0,718592964824121;0;0,655555555555556
"94";0,5;0,2;4;1;4;3;18;"all";80139;80202;80188;15938;0,0350515978487378;0,0339393032592703;0,0334962837332269;0,0359518132764462;0,0348281179420881;0,0241455471118931;0,0310590758335204;0,0305656706739163;0;0,030139717449884
"95";0,5;0,2;5;1;4;3;18;"1-3";36591;36411;36508;7286;0,056434642398404;0,0554777402433331;0,0546729483948724;0,0561350535273127;0,0565091281351305;0,0368943182749857;0,0483370410040922;0,0468664402322779;0;0,0460672240232042
"96";0,5;0,2;6;1;4;3;18;">3";1062;1010;1038;209;0,650659133709981;0,64950495049505;0,635838150289017;0,741626794258373;0,628370457209848;0,532015065913371;0,688118811881188;0,686897880539499;0;0,662368112543962
"97";0,5;0,2;7;1;4;5;20;"all";133479;133622;133393;26550;0,0547052345312746;0,0533594767328733;0,0532936510911367;0,0595103578154426;0,0535121435719028;0,0408528682414462;0,0519375551930071;0,0515544293928467;0;0,0509964555920284
"98";0,5;0,2;8;1;4;5;20;"1-3";70929;70721;70872;13925;0,0714376348179165;0,0707286378869077;0,0701405350491026;0,075834829443447;0,0703634832643323;0,0505153040364308;0,0659917139180724;0,0643695676712947;0;0,0628552382288962
"99";0,5;0,2;9;1;4;5;20;">3";3242;3216;3240;652;0,636644046884639;0,614427860696517;0,620061728395062;0,73159509202454;0,612741312741313;0,540407156076496;0,665422885572139;0,678395061728395;0;0,676447876447876
"100";0,5;0,2;10;1;4;10;25;"all";266801;267015;266884;53168;0,0649547790300636;0,0599853940789843;0,060130993240509;0,070568763165814;0,0635575964387524;0,0481407490976421;0,0650150740595098;0,0638067475007869;0;0,0601217976623462
"101";0,5;0,2;11;1;4;10;25;"1-3";177870;177503;177961;35315;0,0723224827120931;0,0669228125721819;0,0669528716966077;0,0774741611213365;0,0710462628459191;0,0512846460898409;0,0716889292011966;0,0700827709441956;0;0,063989337448704
"102";0,5;0,2;12;1;4;10;25;">3";6261;6157;6112;1287;0,6336048554544;0,602566184830274;0,609620418848168;0,712509712509713;0,61318858061922;0,541766490975882;0,676790644794543;0,676374345549738;0;0,68194611982308
"103";0,5;0,2;13;1;4;15;30;"all";399992;400506;400108;79772;0,0645812916258325;0,0575372154224906;0,0577818988873004;0,0696735696735697;0,063312722503279;0,0445683913678274;0,0646482200016979;0,0639552320873364;0;0,0556711011179814
"104";0,5;0,2;14;1;4;15;30;"1-3";299564;299780;299845;59696;0,0625842891669226;0,0550203482553873;0,0551451583318048;0,0659675690163495;0,0617422915937099;0,0397978395267789;0,0615151110814597;0,0607780686688122;0;0,0497023362849567
"105";0,5;0,2;15;1;4;15;30;">3";10235;10088;10072;2053;0,634684904738642;0,600317208564631;0,606334392374901;0,721870433511934;0,612808604253239;0,541377625793845;0,68368358445678;0,68010325655282;0;0,677218284038132
"106";0,5;0,2;16;1;4;20;30;"all";400045;400506;400108;79870;0,0670874526615756;0,0575372154224906;0,0577818988873004;0,0710905220984099;0,0660888576559694;0,0422577460035746;0,0646482200016979;0,0639552320873364;0;0,0527992504099321
"107";0,5;0,2;17;1;4;20;30;"1-3";299312;299780;299845;59641;0,0659746351633079;0,0550203482553873;0,0551451583318048;0,0682751798259587;0,0654021554547692;0,0369280215961939;0,0615151110814597;0,0607780686688122;0;0,0461173859165272
"108";0,5;0,2;18;1;4;20;30;">3";10204;10088;10072;2012;0,640925127401019;0,600317208564631;0,606334392374901;0,737574552683897;0,6171875;0,54047432379459;0,68368358445678;0,68010325655282;0;0,6732177734375
"109";0,5;0,2;19;1;4;25;30;"all";400153;400506;400108;79829;0,0673367436955365;0,0575372154224906;0,0577818988873004;0,0720289619060742;0,0661673805272162;0,0422513388628849;0,0646482200016979;0,0639552320873364;0;0,0527809343040172
"110";0,5;0,2;20;1;4;25;30;"1-3";299671;299780;299845;59897;0,0661024923999987;0,0550203482553873;0,0551451583318048;0,069485950882348;0,0652572839423791;0,0368070317114435;0,0615151110814597;0,0607780686688122;0;0,0460016515552145
"111";0,5;0,2;21;1;4;25;30;">3";10196;10088;10072;1974;0,638877991369164;0,600317208564631;0,606334392374901;0,732522796352584;0,616395037703722;0,541977245978815;0,68368358445678;0,68010325655282;0;0,672099245925566
"112";0,5;0,2;22;1;4;30;30;"all";400426;400506;400108;80049;0,0683322261791192;0,0575372154224906;0,0577818988873004;0,0742170420617372;0,0668618533789879;0,0415807165368882;0,0646482200016979;0,0639552320873364;0;0,0519700228168689
"113";0,5;0,2;23;1;4;30;30;"1-3";300376;299780;299845;59913;0,0673222893972887;0,0550203482553873;0,0551451583318048;0,0718374977050056;0,0661972943862465;0,0362345859855648;0,0615151110814597;0,0607780686688122;0;0,0452626807450627
"114";0,5;0,2;24;1;4;30;30;">3";10198;10088;10072;2070;0,64394979407727;0,600317208564631;0,606334392374901;0,726570048309179;0,622908464566929;0,532653461463032;0,68368358445678;0,68010325655282;0;0,668307086614173
"115";0,5;0,2;25;1;4;35;30;"all";400331;400506;400108;80149;0,068660683284582;0,0575372154224906;0,0577818988873004;0,0746609439918152;0,0671586785016022;0,0417704349650664;0,0646482200016979;0,0639552320873364;0;0,0522265461518761
"116";0,5;0,2;26;1;4;35;30;"1-3";300013;299780;299845;59984;0,0680337185388633;0,0550203482553873;0,0551451583318048;0,0725693518271539;0,066900249553179;0,036448420568442;0,0615151110814597;0,0607780686688122;0;0,0455569951964138
"117";0,5;0,2;27;1;4;35;30;">3";10175;10088;10072;2049;0,635675675675676;0,600317208564631;0,606334392374901;0,731088335773548;0,611617031749938;0,537100737100737;0,68368358445678;0,68010325655282;0;0,672532611370908
"118";0,5;0,2;28;1;4;40;30;"all";400329;400506;400108;80331;0,0668575096982732;0,0575372154224906;0,0577818988873004;0,0702219566543427;0,0660129125807036;0,0413734703206613;0,0646482200016979;0,0639552320873364;0;0,0517596984981156
"119";0,5;0,2;29;1;4;40;30;"1-3";300485;299780;299845;60439;0,065693795031366;0,0550203482553873;0,0551451583318048;0,0677542646304539;0,065175008123443;0,0360417325324059;0,0615151110814597;0,0607780686688122;0;0,045116352699066
